qid_doc,qid,docno,OkapiTF,TFIDF,BM25,Laplace,JelinekMercer,ES_Builtin,label
164-936,164,936,7.993019,5.827466,16.044758,0.0,-190.74343,16.267437,0
164-322,164,322,7.988812,4.432802,11.525895,0.0,0.0,11.539606,0
164-664,164,664,7.978783,4.559656,11.831353,0.0,-196.08794,11.873868,0
164-1355,164,1355,7.972217,4.274268,11.921626,0.0,-198.487335,11.936398,0
164-724,164,724,7.970984,4.289381,11.669296,0.0,-198.403221,11.780166,0
164-1278,164,1278,7.962737,3.86055,10.891308,0.0,-192.175547,11.052747,0
164-349,164,349,7.932973,4.035667,11.201008,0.0,-193.099399,11.353411,0
164-784,164,784,7.92617,3.866357,10.843979,0.0,-192.102721,10.845425,0
164-309,164,309,7.916433,3.883546,0.0,0.0,-198.779406,0.0,0
164-889,164,889,7.873568,3.906959,11.567873,-260.045877,-192.966844,11.816198,0
164-87,164,87,7.850319,4.19344,11.403057,0.0,-197.920906,11.452182,0
164-732,164,732,7.838731,4.267028,11.908822,0.0,-192.632572,12.0204,0
164-1268,164,1268,7.834844,0.0,0.0,-257.708834,0.0,0.0,0
164-585,164,585,7.831043,0.0,0.0,0.0,-197.797971,0.0,0
164-930,164,930,7.821546,0.0,0.0,0.0,-197.667485,0.0,0
164-1206,164,1206,7.807218,0.0,0.0,0.0,-197.876933,0.0,0
164-273,164,273,7.803855,0.0,0.0,0.0,-197.274416,0.0,0
164-24,164,24,7.799052,0.0,0.0,-260.553175,-199.584908,0.0,0
164-375,164,375,7.785863,0.0,0.0,-261.548269,-193.183154,10.838421,0
164-321,164,321,7.782674,4.667398,12.674936,0.0,-197.190929,12.722542,0
164-857,164,857,7.779844,4.499238,12.806309,0.0,-193.498653,12.809915,0
164-14,164,14,7.770675,5.338055,15.659251,-258.945922,-188.31955,15.667558,0
164-363,164,363,7.770366,4.198165,11.858749,-261.422374,-199.363284,11.956308,0
164-1233,164,1233,7.762406,4.540648,12.652981,0.0,-190.927978,12.665358,0
164-934,164,934,7.758256,0.0,0.0,-261.641224,0.0,0.0,0
164-1324,164,1324,7.75772,0.0,0.0,0.0,-199.020538,0.0,0
164-854,164,854,7.752401,7.153412,18.616491,0.0,0.0,18.541212,0
164-183,164,183,7.745502,0.0,0.0,0.0,0.0,0.0,0
164-560,164,560,7.741355,0.0,0.0,-261.279773,0.0,0.0,0
164-1137,164,1137,7.726242,4.208121,12.201795,-261.643581,0.0,12.282535,0
164-831,164,831,7.723621,5.340617,14.703137,0.0,-197.440211,14.851082,0
164-1072,164,1072,7.706725,0.0,0.0,-257.996283,-194.262694,0.0,0
164-667,164,667,7.700076,0.0,0.0,-261.348099,0.0,0.0,0
164-1289,164,1289,7.698314,0.0,10.919397,0.0,-194.127961,11.141859,0
164-823,164,823,7.69349,0.0,0.0,0.0,-197.842119,0.0,0
164-540,164,540,7.674389,0.0,0.0,0.0,0.0,0.0,0
164-568,164,568,7.673578,4.116525,10.819715,0.0,0.0,10.858468,0
164-648,164,648,7.672035,6.177328,15.73293,0.0,0.0,15.746778,0
164-798,164,798,7.668232,0.0,0.0,-251.891802,-188.78862,0.0,1
164-1154,164,1154,7.668201,0.0,0.0,-260.638556,0.0,0.0,0
164-537,164,537,7.662451,0.0,0.0,0.0,-197.214848,0.0,0
164-827,164,827,7.651104,4.372283,12.792058,-258.439255,-193.937689,13.005829,0
164-186,164,186,7.650203,0.0,0.0,0.0,0.0,0.0,0
164-90,164,90,7.645558,0.0,0.0,0.0,0.0,0.0,0
164-735,164,735,7.643919,8.060221,20.166125,0.0,0.0,20.199247,0
164-477,164,477,7.643849,0.0,0.0,0.0,-198.426645,0.0,0
164-334,164,334,7.642749,0.0,0.0,-261.060139,-199.116757,0.0,0
164-1393,164,1393,7.638567,3.977502,11.364713,0.0,-192.53709,11.421963,0
164-1383,164,1383,7.619437,0.0,0.0,-260.983965,0.0,0.0,0
165-708,165,708,4.532297,6.573721,17.517522,-166.008476,-115.956981,17.597694,0
165-685,165,685,4.475416,6.488479,18.192278,-160.569408,-112.857799,18.141579,0
165-205,165,205,4.202764,4.916576,12.922727,-162.002458,-126.970951,12.851678,0
165-1328,165,1328,4.174593,6.010635,16.487509,-163.08616,-120.262617,16.47306,0
165-1115,165,1115,4.125601,5.006507,13.404984,-163.073792,-126.818985,13.348235,0
165-755,165,755,4.121695,5.557125,14.261999,-163.945925,-132.961817,14.309436,0
165-971,165,971,4.119112,5.003579,13.352853,-164.431847,-126.41968,13.472639,0
165-1338,165,1338,4.048676,5.473669,14.299048,-163.858801,-127.187921,14.264397,0
165-748,165,748,3.80236,7.560473,19.551844,-164.838556,-128.003929,19.810036,0
165-52,165,52,3.787291,5.649995,15.935196,-164.981415,-121.588718,16.347368,0
165-1104,165,1104,3.69578,4.27263,11.645384,-162.894974,-129.181757,11.712929,0
165-1381,165,1381,3.678833,3.54638,9.354138,-162.812881,-135.755707,9.305158,0
165-440,165,440,3.650735,4.568143,11.82082,-166.310561,-134.398782,11.818976,0
165-800,165,800,3.649278,4.014699,10.758162,-165.194326,-135.104275,10.951322,0
165-285,165,285,3.648666,3.286537,0.0,0.0,-140.278993,0.0,0
165-1114,165,1114,3.632172,3.961064,10.701064,-164.289342,-135.535005,10.719549,0
165-815,165,815,3.617731,6.169578,17.306418,-164.186751,-122.791258,17.344414,0
165-347,165,347,3.605216,3.992718,10.314404,-166.416883,-135.043728,10.319103,0
165-797,165,797,3.594745,4.479467,12.52338,-162.837885,-129.886325,12.581109,0
165-794,165,794,3.591374,3.602392,9.960298,-163.192526,-129.835235,9.971725,0
165-411,165,411,3.586538,3.637419,9.469068,-166.415469,-134.330759,9.606248,0
165-783,165,783,3.537472,3.874719,10.768454,-166.013057,-128.820035,10.869859,0
165-1256,165,1256,3.521172,3.311394,0.0,-166.737989,-140.997547,0.0,0
165-282,165,282,3.51644,3.96838,11.02898,-164.477757,-129.758727,10.997164,0
165-704,165,704,3.510647,6.451182,19.140523,-163.146243,-110.791138,19.29066,0
165-662,165,662,3.496953,3.467941,9.333873,-162.992375,-136.779407,9.409945,0
165-694,165,694,3.489392,0.0,0.0,-164.628798,0.0,0.0,0
165-1066,165,1066,3.469816,4.14763,10.693302,-162.897912,-136.884379,10.853539,0
165-567,165,567,3.465546,4.34586,11.667337,-165.439729,-129.490496,11.797498,0
165-1341,165,1341,3.460736,4.054458,10.797154,-164.881752,-136.437243,10.851028,0
165-776,165,776,3.453922,3.682022,9.508379,0.0,0.0,9.580074,0
165-1191,165,1191,3.45358,3.675474,9.612901,-166.299891,-135.725356,9.698099,0
165-204,165,204,3.446974,4.503031,11.888625,-165.350682,-136.35676,11.913287,0
165-568,165,568,3.405924,0.0,0.0,-166.109203,-135.706003,0.0,0
165-1289,165,1289,3.374709,4.553146,12.29896,-164.632756,-130.414624,12.474351,0
165-1211,165,1211,3.369091,3.354081,9.029857,0.0,-136.132462,8.925182,0
165-40,165,40,3.364523,0.0,0.0,-166.090414,-136.385029,0.0,0
165-593,165,593,3.358149,5.015412,13.882179,-165.755412,-129.942566,14.005758,0
165-1349,165,1349,3.326232,4.793961,12.748932,-165.441086,-136.996112,12.742463,0
165-793,165,793,3.32552,0.0,0.0,-165.976859,0.0,0.0,0
165-709,165,709,3.323441,4.976622,13.985874,-165.575069,-123.781366,14.148029,0
165-360,165,360,3.321584,4.148805,11.604089,0.0,-129.798007,11.696049,0
165-391,165,391,3.315999,4.568017,12.553948,0.0,-129.334725,12.681656,0
165-293,165,293,3.304768,0.0,0.0,-166.129992,0.0,0.0,0
165-1339,165,1339,3.303649,4.402443,12.94974,-165.624142,-123.954145,12.870531,0
165-342,165,342,3.278018,3.636117,10.509214,-165.219581,-130.801321,10.716425,0
165-182,165,182,3.267824,0.0,0.0,0.0,-136.220618,0.0,0
165-431,165,431,3.254708,3.310146,9.223344,-166.132141,-136.995304,9.409983,0
165-14,165,14,3.242797,5.04009,14.910946,-163.5045,-118.813618,14.934032,0
165-993,165,993,3.23748,0.0,0.0,-164.842174,-137.322743,0.0,0
165-857,165,857,3.237142,0.0,0.0,-165.219864,-137.56693,0.0,0
165-697,165,697,3.231707,3.400536,8.874899,-165.844346,0.0,8.973004,0
165-434,165,434,3.199888,3.973106,11.099837,-165.36159,-131.207427,11.171622,0
165-371,165,371,3.176507,0.0,0.0,-166.783335,-137.15667,0.0,0
165-337,165,337,3.127685,3.61851,10.088635,0.0,-136.248036,10.214605,0
165-1264,165,1264,3.114935,3.329481,9.038344,-166.134572,-137.890806,9.098066,0
165-53,165,53,3.109798,0.0,0.0,-165.87038,0.0,0.0,0
165-1355,165,1355,3.098743,0.0,0.0,-165.826044,0.0,0.0,0
165-1188,165,1188,3.082351,3.357169,8.902356,-166.516761,-137.597234,8.992882,0
165-314,165,314,3.072637,0.0,0.0,-166.274771,0.0,0.0,0
165-197,165,197,3.053345,3.467561,9.084774,-164.935177,0.0,9.233387,0
165-671,165,671,3.038407,0.0,0.0,0.0,0.0,0.0,0
165-514,165,514,3.024537,0.0,0.0,0.0,0.0,0.0,0
165-546,165,546,3.016101,0.0,0.0,0.0,0.0,0.0,0
165-406,165,406,3.004804,0.0,0.0,-166.158967,-138.435232,0.0,0
165-9,165,9,3.003232,0.0,0.0,-164.570646,0.0,0.0,0
165-1237,165,1237,2.995934,4.211691,11.934844,0.0,-137.528254,11.958315,0
165-564,165,564,2.989214,0.0,0.0,-165.573328,-138.627288,0.0,0
165-792,165,792,2.986491,4.268269,12.580343,-163.669648,-126.645657,12.979201,0
165-272,165,272,2.980714,3.742055,11.053895,-163.49604,-132.73229,11.185009,0
165-1350,165,1350,2.978845,0.0,0.0,0.0,0.0,0.0,0
165-856,165,856,2.977901,3.538022,10.384837,-166.031133,-132.124193,10.502869,0
165-467,165,467,2.97592,3.970407,10.662013,-166.721115,-138.377541,10.660799,0
165-917,165,917,2.966819,3.830276,11.493959,-164.779511,-126.131131,12.147857,0
165-1040,165,1040,2.958364,0.0,0.0,-162.937382,-139.375731,0.0,0
165-1300,165,1300,2.937717,3.247452,8.926075,-165.210719,-138.954796,9.177718,0
165-801,165,801,2.925166,5.070014,13.757923,-166.539924,-132.029696,13.825368,0
165-806,165,806,2.911038,0.0,0.0,-165.373279,0.0,0.0,0
165-513,165,513,2.90774,0.0,0.0,0.0,0.0,0.0,0
165-338,165,338,2.883301,0.0,0.0,0.0,0.0,0.0,0
165-96,165,96,2.874972,0.0,0.0,-165.018562,0.0,0.0,0
165-636,165,636,2.867906,0.0,0.0,-166.018202,0.0,0.0,0
165-1378,165,1378,2.865402,0.0,0.0,0.0,0.0,0.0,0
165-746,165,746,2.862206,3.857011,11.039432,0.0,-138.334984,11.123635,0
165-127,165,127,2.862109,3.472635,9.636155,0.0,-138.156717,9.748956,0
165-663,165,663,2.854835,0.0,0.0,0.0,-138.200346,0.0,0
165-809,165,809,2.852575,0.0,0.0,0.0,0.0,0.0,0
165-1292,165,1292,2.848974,0.0,0.0,-165.865917,0.0,0.0,0
165-214,165,214,2.848317,0.0,8.856506,0.0,-138.332362,9.025967,0
165-441,165,441,2.847702,4.281832,11.69806,-165.983417,-139.331611,11.82484,0
165-125,165,125,2.84471,0.0,0.0,-166.402143,0.0,0.0,0
165-1324,165,1324,2.81732,0.0,0.0,0.0,0.0,0.0,0
165-312,165,312,2.797642,4.712595,11.784646,0.0,0.0,11.824631,0
165-466,165,466,2.792575,0.0,0.0,-166.403161,-139.375493,0.0,0
165-122,165,122,2.7754,0.0,0.0,-166.423724,0.0,0.0,0
165-56,165,56,2.773092,3.437098,9.764084,-166.711123,-139.414545,9.913458,0
165-1342,165,1342,2.770361,0.0,0.0,-165.895218,0.0,0.0,0
165-975,165,975,2.766483,0.0,0.0,0.0,0.0,0.0,0
165-947,165,947,2.762497,3.323528,9.004522,-165.512067,-139.896555,9.129499,0
165-80,165,80,2.761798,0.0,0.0,-165.703196,0.0,0.0,0
167-1301,167,1301,14.82438,6.433111,0.0,-507.042191,-381.884746,0.0,0
167-1375,167,1375,14.669685,8.093204,23.270852,-499.146548,-358.896288,23.576904,0
167-561,167,561,14.557923,8.554107,24.474807,-504.561137,-357.925912,24.910685,0
167-521,167,521,14.500054,8.561329,23.919706,0.0,-362.603635,24.304676,0
167-917,167,917,14.459412,7.766811,22.023321,-499.23769,-366.940014,22.982035,0
167-28,167,28,14.433023,7.498886,21.18572,0.0,-370.198512,21.577213,0
167-775,167,775,14.418749,8.628163,23.613086,0.0,-379.28488,23.83345,0
167-1239,167,1239,14.356482,7.52904,21.087126,-494.895178,-367.561449,21.433088,0
167-1333,167,1333,14.299734,8.935649,25.796151,-505.168475,-366.53439,26.161562,0
167-1035,167,1035,14.299486,0.0,0.0,-502.983685,-379.783713,0.0,0
167-1147,167,1147,14.214351,7.23254,20.158494,-494.536233,-375.874077,20.53885,0
167-315,167,315,14.199109,10.622204,31.171213,-494.744373,-344.378054,31.72287,0
167-309,167,309,14.158952,0.0,0.0,-507.551171,0.0,0.0,0
167-1342,167,1342,14.133568,6.552162,18.360104,-501.649055,-386.541277,18.727537,0
167-459,167,459,14.091659,6.974364,20.348257,-503.532703,-367.112156,20.35626,0
167-918,167,918,14.076033,11.672029,31.147068,0.0,-375.299409,31.418941,0
167-24,167,24,13.978996,6.825549,19.791153,-504.220596,-367.566891,20.096687,0
167-211,167,211,13.891745,0.0,0.0,-507.368789,-393.685443,0.0,0
167-916,167,916,13.861657,10.002082,26.462875,0.0,-393.563679,26.864517,0
167-1280,167,1280,13.812857,6.863465,19.483002,-505.446484,-374.902865,19.888124,0
167-292,167,292,13.809464,0.0,0.0,-505.530991,-381.705602,0.0,0
167-456,167,456,13.72263,7.718559,22.270114,-508.410393,-363.279156,22.37951,0
167-1392,167,1392,13.695002,8.503032,24.864707,-501.549416,-363.20591,25.720493,0
167-562,167,562,13.694533,6.727869,19.70187,-507.693612,-367.942361,19.786518,0
167-1108,167,1108,13.684932,6.897101,18.685479,-505.20631,0.0,18.782719,0
167-266,167,266,13.647111,7.812187,22.306045,-505.964528,-369.777557,22.754297,0
167-1294,167,1294,13.638604,6.995726,19.5725,0.0,-387.668852,19.787174,0
167-152,167,152,13.615804,0.0,0.0,0.0,0.0,0.0,0
167-132,167,132,13.603869,6.980517,20.307317,-501.687654,-364.244907,20.395983,0
167-928,167,928,13.583215,0.0,0.0,-498.35251,-391.214499,0.0,0
167-97,167,97,13.582881,6.443311,18.363574,-507.373584,-382.156432,18.650549,0
167-1047,167,1047,13.565521,6.480587,18.410617,-498.23492,-390.359939,18.574175,0
167-1017,167,1017,13.507923,0.0,0.0,0.0,-394.106915,0.0,0
167-1235,167,1235,13.504026,0.0,0.0,-503.916414,-382.989666,0.0,0
167-874,167,874,13.50101,0.0,0.0,-501.912971,-382.842836,0.0,0
167-895,167,895,13.485347,18.107816,45.756578,0.0,0.0,46.310284,0
167-131,167,131,13.480923,0.0,0.0,-500.717511,-383.559153,0.0,0
167-1387,167,1387,13.43744,7.702035,21.698841,-507.901457,-376.40033,21.845861,0
167-1388,167,1388,13.421679,8.220574,22.78712,0.0,-392.306896,22.995184,0
167-798,167,798,13.419966,0.0,18.166985,-489.66714,-373.075376,18.25834,0
167-1302,167,1302,13.414963,0.0,0.0,0.0,-388.733993,0.0,0
167-739,167,739,13.371384,0.0,17.834764,-503.269686,-377.702298,18.237654,0
167-1323,167,1323,13.367635,0.0,0.0,0.0,0.0,0.0,0
167-1325,167,1325,13.357837,0.0,18.121766,-503.313764,-385.011188,18.172194,0
167-230,167,230,13.352207,7.278836,20.540312,0.0,-382.504356,20.432293,0
167-244,167,244,13.339704,0.0,0.0,-496.624609,-380.145328,0.0,0
167-1224,167,1224,13.337237,6.607833,18.595707,-507.478988,-389.86302,18.71604,0
167-704,167,704,13.29853,9.581942,27.826477,-504.690469,-359.892211,27.99311,0
167-1144,167,1144,13.281826,6.358592,17.883204,-503.549219,-383.795445,18.080585,0
167-1110,167,1110,13.239298,0.0,0.0,0.0,-388.608387,0.0,0
167-623,167,623,13.239137,6.456247,18.015546,0.0,-383.454778,18.185652,0
167-193,167,193,13.23731,0.0,0.0,-500.857694,-392.444023,0.0,0
167-1242,167,1242,13.231498,6.618607,19.566212,-507.626193,-376.748655,19.574007,0
167-433,167,433,13.200397,8.49096,24.422734,-500.243577,-366.442586,24.35642,0
167-757,167,757,13.179836,9.644227,26.851523,-502.148367,-385.033691,27.163763,0
167-903,167,903,13.130306,7.452622,21.368553,-506.736859,-376.609033,21.6262,0
167-660,167,660,13.122997,6.324135,18.883579,-503.879529,-371.632,19.719229,0
167-1390,167,1390,13.106111,0.0,0.0,0.0,-388.780429,18.262651,0
167-1265,167,1265,13.082604,0.0,0.0,0.0,0.0,0.0,0
167-1031,167,1031,13.079429,6.815375,19.286789,0.0,-386.907185,19.59758,0
167-1360,167,1360,13.058411,7.617959,20.775266,0.0,0.0,21.012207,0
167-262,167,262,13.054863,0.0,0.0,-498.869813,0.0,0.0,0
167-749,167,749,13.034911,0.0,0.0,0.0,0.0,0.0,0
167-156,167,156,13.00312,0.0,0.0,-506.860302,-385.165446,0.0,0
167-1316,167,1316,12.999563,8.060353,22.589683,0.0,0.0,22.79377,0
167-166,167,166,12.99819,0.0,0.0,0.0,-382.874741,0.0,0
167-579,167,579,12.997776,6.492831,0.0,0.0,0.0,0.0,0
167-186,167,186,12.996609,6.61467,19.27903,0.0,-383.778031,19.576279,0
167-1356,167,1356,12.992316,0.0,0.0,-505.623675,-392.242528,0.0,0
167-13,167,13,12.99195,0.0,0.0,0.0,0.0,0.0,0
167-560,167,560,12.98984,0.0,0.0,-506.800211,0.0,0.0,0
167-1134,167,1134,12.968077,0.0,0.0,-505.925768,-385.024634,0.0,0
167-1263,167,1263,12.942319,6.404441,18.293422,-507.309301,-386.118307,18.530857,0
167-2,167,2,12.940837,0.0,0.0,0.0,0.0,0.0,0
167-146,167,146,12.93358,6.751687,19.179904,0.0,-378.386935,19.640661,0
167-666,167,666,12.923069,7.428056,21.003373,0.0,-375.607003,21.320366,0
167-376,167,376,12.898486,7.209887,19.320552,0.0,0.0,19.549631,0
167-1207,167,1207,12.889697,7.956228,22.593609,0.0,-390.827347,23.351303,0
167-1220,167,1220,12.885905,0.0,0.0,0.0,0.0,0.0,0
167-1072,167,1072,12.884856,0.0,0.0,-501.91619,-387.416307,0.0,0
167-184,167,184,12.881627,6.608634,18.593753,0.0,-390.260789,18.844461,0
167-14,167,14,12.87647,0.0,0.0,-503.84377,-381.623081,0.0,0
167-153,167,153,12.864407,8.019914,21.950981,0.0,-391.762838,22.043072,0
167-1244,167,1244,12.861048,0.0,0.0,-500.274599,-380.316649,0.0,0
167-49,167,49,12.853627,0.0,0.0,-501.574995,-387.363526,0.0,0
167-1277,167,1277,12.852692,0.0,0.0,-506.901238,-378.615506,0.0,0
167-373,167,373,12.845317,0.0,0.0,-505.077052,-393.145993,0.0,0
167-304,167,304,12.833837,0.0,0.0,-506.477089,-392.437917,0.0,0
167-921,167,921,12.831246,0.0,0.0,0.0,0.0,0.0,0
167-1251,167,1251,12.831155,0.0,0.0,0.0,0.0,0.0,0
167-135,167,135,12.779153,6.374599,18.035753,0.0,-384.143998,18.069706,0
167-219,167,219,12.772156,0.0,0.0,0.0,0.0,0.0,0
167-909,167,909,12.765355,0.0,0.0,0.0,0.0,0.0,0
167-227,167,227,12.741814,0.0,0.0,0.0,0.0,0.0,0
167-94,167,94,12.73813,0.0,0.0,-499.393222,0.0,0.0,0
167-991,167,991,12.731238,7.62222,21.287113,-507.164767,0.0,21.461327,0
167-206,167,206,12.725367,0.0,0.0,-505.937331,-386.413001,0.0,0
167-1313,167,1313,12.713626,0.0,0.0,-492.918209,0.0,0.0,0
167-601,167,601,12.700809,0.0,0.0,-508.382776,0.0,0.0,0
167-85,167,85,12.67956,0.0,0.0,-506.721275,0.0,0.0,0
168-625,168,625,7.60956,5.66167,15.615339,-224.012897,-154.221093,15.720534,0
168-34,168,34,7.238813,4.486076,12.677983,-229.716453,-161.074793,12.493418,0
168-486,168,486,7.173525,5.691403,15.604877,-228.439961,-162.283083,15.897124,0
168-782,168,782,7.094956,5.497295,15.997803,-227.908437,-155.742136,15.81233,0
168-540,168,540,7.039748,6.296008,17.87127,-228.687186,-162.223552,18.283373,0
168-81,168,81,6.990573,4.442914,12.280106,0.0,-161.43887,12.420314,0
168-1082,168,1082,6.944789,3.640714,10.559817,-225.740146,-163.627172,10.795455,0
168-1273,168,1273,6.935074,3.393624,8.927486,-229.663047,-175.106747,8.986587,0
168-902,168,902,6.873488,4.24927,11.864572,-228.417619,-169.87896,12.047404,0
168-201,168,201,6.843015,3.79911,10.73463,0.0,-163.586864,10.934623,0
168-1108,168,1108,6.816596,0.0,0.0,-227.447246,-176.801224,0.0,0
168-166,168,166,6.774953,0.0,0.0,-229.195062,-176.047556,0.0,0
168-878,168,878,6.758067,4.838039,12.818603,0.0,-174.58387,12.941031,0
168-319,168,319,6.755128,0.0,0.0,0.0,-176.119229,0.0,0
168-316,168,316,6.734016,0.0,0.0,0.0,-175.296965,0.0,0
168-193,168,193,6.694492,0.0,0.0,-225.136203,-178.22498,0.0,0
168-89,168,89,6.665861,3.323815,9.982195,-223.771394,-165.163646,9.976373,0
168-933,168,933,6.657857,0.0,0.0,-227.811743,-171.141205,0.0,0
168-798,168,798,6.644967,0.0,0.0,-220.598797,-172.233175,0.0,0
168-1198,168,1198,6.629098,0.0,0.0,-228.157973,-177.801057,0.0,0
168-534,168,534,6.602862,0.0,0.0,0.0,0.0,0.0,0
168-980,168,980,6.562352,0.0,0.0,-229.590043,-177.459897,0.0,0
168-404,168,404,6.54746,0.0,0.0,0.0,-176.921245,0.0,0
168-699,168,699,6.546452,3.371015,9.756135,-229.57883,-170.968752,9.872609,0
168-27,168,27,6.514311,2.909585,7.990156,0.0,-176.913758,8.088998,0
168-658,168,658,6.497875,4.049661,12.009744,-228.435601,-158.393682,12.108416,0
168-1224,168,1224,6.485168,0.0,0.0,-229.041968,-178.12431,0.0,0
168-550,168,550,6.475745,0.0,0.0,0.0,-177.053157,0.0,0
168-998,168,998,6.457175,0.0,0.0,0.0,-177.031348,0.0,0
168-1281,168,1281,6.457119,0.0,0.0,-229.953529,-171.659913,0.0,0
168-133,168,133,6.438781,0.0,0.0,-229.797358,-178.072251,0.0,0
168-2,168,2,6.438424,2.866984,0.0,0.0,-171.749566,0.0,0
168-645,168,645,6.436642,3.321621,9.101738,0.0,-178.062424,9.175295,0
168-458,168,458,6.435833,0.0,0.0,-229.511696,-178.282881,0.0,0
168-1310,168,1310,6.435549,0.0,0.0,-228.205883,-172.551825,0.0,0
168-370,168,370,6.432454,3.484927,10.084219,0.0,-171.585842,10.291878,0
168-536,168,536,6.428397,0.0,0.0,-228.183645,-179.081263,0.0,0
168-1007,168,1007,6.41777,0.0,0.0,0.0,0.0,0.0,0
168-401,168,401,6.412436,0.0,0.0,-227.628112,-172.686443,0.0,0
168-494,168,494,6.348298,3.649192,9.439203,0.0,-177.511386,9.495847,0
168-527,168,527,6.345454,0.0,0.0,0.0,-176.887558,0.0,0
168-541,168,541,6.329444,0.0,0.0,0.0,0.0,0.0,0
168-1235,168,1235,6.324685,0.0,0.0,-229.0213,-173.082981,0.0,0
168-57,168,57,6.31813,3.82084,9.800297,0.0,0.0,9.931067,0
168-186,168,186,6.316369,0.0,0.0,0.0,-178.694344,0.0,0
168-184,168,184,6.307912,6.262308,16.236333,0.0,-178.484288,16.379915,0
168-1002,168,1002,6.302884,5.073081,14.068387,0.0,-171.75475,14.334817,0
168-252,168,252,6.297873,0.0,0.0,-229.183967,0.0,0.0,0
168-602,168,602,6.297126,0.0,0.0,0.0,-177.770725,0.0,0
168-1293,168,1293,6.288216,0.0,0.0,0.0,0.0,0.0,0
168-160,168,160,6.286351,0.0,0.0,-226.778659,0.0,0.0,0
168-236,168,236,6.280282,0.0,0.0,0.0,0.0,0.0,0
168-1309,168,1309,6.278283,2.996568,8.587439,0.0,-172.417333,8.632344,0
168-820,168,820,6.278151,0.0,0.0,-229.345458,-179.085864,0.0,0
168-561,168,561,6.275214,0.0,0.0,0.0,0.0,0.0,0
168-1153,168,1153,6.269514,0.0,0.0,0.0,-178.411171,0.0,0
168-785,168,785,6.26063,0.0,0.0,0.0,0.0,0.0,0
168-818,168,818,6.258469,3.86734,11.04427,0.0,-177.662369,11.132967,0
168-1313,168,1313,6.25209,3.002605,9.215698,-221.797232,-162.20509,9.191996,0
